# dim  N   mc   dt  Impsamp 
# 1    1 100000 1
#
# Theoretical Energy = 5.000000e-01
# Energy     Variance     CPU time     Acceptance
5.205821e-01 4.114009e-07 4.575700e-02 5.534200e-01
5.228753e-01 4.083933e-07 4.847700e-02 5.549000e-01
5.261737e-01 4.014544e-07 4.433800e-02 5.559200e-01
5.224943e-01 3.815940e-07 5.461800e-02 5.567800e-01
5.187073e-01 3.811799e-07 5.572200e-02 5.527400e-01
5.172936e-01 3.598163e-07 5.408700e-02 5.546200e-01
5.200202e-01 3.562406e-07 5.183100e-02 5.571900e-01
5.211637e-01 3.347081e-07 4.463000e-02 5.586900e-01
5.209695e-01 3.319355e-07 4.756400e-02 5.579000e-01
5.210977e-01 3.429431e-07 4.353800e-02 5.501600e-01
5.209523e-01 3.201197e-07 4.748200e-02 5.566400e-01
5.191377e-01 3.200763e-07 4.706400e-02 5.536200e-01
5.183996e-01 3.218114e-07 4.177800e-02 5.595900e-01
5.174545e-01 3.151568e-07 4.768900e-02 5.514300e-01
5.167606e-01 3.016465e-07 5.218200e-02 5.543900e-01
5.190515e-01 2.917994e-07 4.794200e-02 5.523500e-01
5.170919e-01 2.932781e-07 4.830400e-02 5.512600e-01
5.167343e-01 2.779401e-07 4.808000e-02 5.566600e-01
5.159271e-01 2.888147e-07 3.843400e-02 5.511100e-01
5.159481e-01 2.604658e-07 3.874900e-02 5.560600e-01
5.137312e-01 2.679272e-07 3.996000e-02 5.558100e-01
5.158522e-01 2.536068e-07 5.173200e-02 5.508700e-01
5.183916e-01 2.629122e-07 4.017900e-02 5.501400e-01
5.154952e-01 2.431895e-07 5.446100e-02 5.564200e-01
5.149815e-01 2.412956e-07 4.225300e-02 5.557800e-01
5.135029e-01 2.295186e-07 4.535600e-02 5.599000e-01
5.142006e-01 2.234724e-07 4.558800e-02 5.612400e-01
5.146820e-01 2.283388e-07 5.176600e-02 5.465500e-01
5.111695e-01 2.208627e-07 5.002700e-02 5.549800e-01
5.116538e-01 2.174273e-07 5.010100e-02 5.544600e-01
5.124244e-01 2.041960e-07 4.692000e-02 5.592500e-01
5.128234e-01 2.067078e-07 4.682700e-02 5.536800e-01
5.089579e-01 2.083498e-07 4.406700e-02 5.518100e-01
5.093839e-01 2.037107e-07 4.458900e-02 5.500400e-01
5.079282e-01 1.971996e-07 4.397100e-02 5.512300e-01
5.104056e-01 1.796153e-07 3.295100e-02 5.543000e-01
5.109447e-01 1.814695e-07 5.466400e-02 5.596600e-01
5.102258e-01 1.745202e-07 4.832800e-02 5.532400e-01
5.099400e-01 1.783417e-07 3.868200e-02 5.540000e-01
5.106442e-01 1.674935e-07 4.906700e-02 5.578600e-01
5.109156e-01 1.701539e-07 4.967000e-02 5.509700e-01
5.098175e-01 1.555260e-07 3.725400e-02 5.563100e-01
5.093337e-01 1.542393e-07 4.428800e-02 5.549500e-01
